Date,TRMK,PLZL,SBER,ROSN,TATN,TTLK,UTAR,KMAZ,LSRG,MTSS,GMKN,DVEC,IRAO,GLTR,IRKT,MRKC,AFKS,LKOH,RTKM,MAGN,GAZP,NVTK,SNGS,TRNFP,AFLT,VTBR,CHMF,PIKK,NMTP,MGNT
2008-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-10,0.005186468399505726,0.04577070082847251,0.016360283105207072,0.010603812838909937,-0.007140569126069726,-0.013423020332140661,0.015478473756283952,0.08383777864208801,0.0,-0.003605147242524386,0.016552315410249586,0.03303052567648175,0.0,0.0,0.016587023674797426,0.0,0.01883474440526209,-0.008210623281107682,0.00044530461283582754,0.009228187800115053,-0.000822590070352703,0.005596554928157302,-0.004933409117955888,0.0012239903608886815,0.013505164114964751,0.0008213552823151789,0.008968669982760536,0.006062665925848342,-0.009338589267799876,-0.0007630675685026116
2008-01-11,-0.001677179814886956,0.0008281573972288588,0.01123769209846944,-0.0312587444584313,0.004549894101977141,-0.0033840979842405684,0.022241220566873474,0.008356594590941272,0.0,0.003098541357727592,-0.003073143168461324,0.0018034269991507267,0.0,-0.006079046076382226,-0.004338401598598242,0.0,0.08724753238097403,-0.012689286906491916,0.011915034577871244,0.007908857228397124,0.00991099583966277,0.04416495463090651,0.004933409117955772,-0.012720729596234348,0.0043919342791782405,0.0,0.012180418556871013,-0.002016807406304535,-0.007061622126205757,0.041713200331791586
2008-01-14,0.006039236895052616,0.03737234269810578,0.002861232281032195,0.0035317559119242593,0.02813484807151861,0.003384097984240494,-0.01895534685467093,0.052679295995427665,0.0,0.013378568973033174,0.013755375068485199,0.037139546949456786,0.0,0.0,-0.0008699435085399963,0.0,-0.03188835336682881,-0.015841915465657976,0.011774736544533537,-0.002784224536404875,0.021651462091256134,0.02871010588243136,0.007875729014551549,0.012720729596234288,0.013061240930140012,-0.0065898096790555525,0.02510592113107626,0.042166984635587886,-0.016833810251414668,0.010343161624261505
2008-01-15,-0.013511251733753725,0.01880140697537681,0.006739145623048282,-0.003710911195244663,-0.006959850935059831,0.003372684478639156,0.009251766671931937,0.06371581438610778,0.0,-0.012712035588361861,-0.020704673361691166,0.028074421697752486,0.0,0.0060790460763821925,-0.00348736186041575,0.0,-0.003357585694845934,-0.006508158140559131,0.00829327473064621,-0.004502064578498604,-0.009558875999627037,-0.00947874395454377,-0.011754633322473857,-0.0059298813983013204,0.011061153332627398,-0.015827069235486636,0.01788597618037188,0.006430890330290331,-0.013544225107757149,-0.014598799421152636
2008-01-16,-0.06007789629807166,-0.045469654057538125,-0.037689391664149315,-0.047704527482447065,-0.058840500022933465,-0.02385121582217991,-0.014184634991956525,0.06569525926539495,0.0,-0.04455474325598857,-0.03806223366726216,0.012747572822502684,0.0,-0.009132483563272474,-0.014958483930335761,0.0,-0.03653374333245595,-0.051002554452372686,-0.00829327473064615,-0.029047030309542067,-0.05064481434940204,-0.08131335587499205,-0.04917723597608386,-0.028288075912040057,-0.017259520284966214,-0.03851567208061519,-0.040918641558443936,-0.05264373348542203,-0.058496206681608494,-0.02117857347611081
2008-01-17,0.003040582391666245,0.006530635455330195,-0.007889587275162932,-0.013956465447574,-0.008113634774169664,0.0,-0.002751033371889871,-0.0370958047410307,0.0,-0.030874422759676765,-0.05237837129710626,-0.010050335853501338,0.0,-0.003062789530545767,0.005745872161892351,0.0,-0.011719569451776927,-0.0005286809533660422,-0.05146933522948035,-0.03820249072781611,-0.033886447646681264,-0.02404715978283421,-0.025402084063905293,-0.02175389687364522,-0.015455612586165,-0.007005282588408688,-0.005191221209883015,0.01342302033214077,0.006006024060211728,0.002999627296028707
2008-01-18,-0.01450607629748466,0.04300025504960165,-0.02202291208743734,-0.01802716767367826,-0.020576857688759387,-0.006920442844573795,0.00549451931764078,-0.0785940474306782,0.0,-0.018243229889616977,0.0076045993852192125,-0.018349138668196655,0.0,-0.0030721990369701403,-0.01375659590797133,0.0,-0.011810927958417261,-0.011167358809825221,0.016413848507683293,-0.007718175937652802,-0.012126149590011136,0.002642009462838576,-0.015340630891336905,0.009442130235379091,-0.013562403264215175,-0.015051191614116267,0.00553634632116038,-0.043603637482131904,-0.03233939676364489,-0.027326178468470665
2008-01-21,-0.038895357351733814,-0.03975086145129214,-0.07949461229122123,-0.05817189609440808,-0.1020549816490258,-0.0682491005341067,-0.02552857835075681,-0.0747571120661628,0.0,-0.08223057176574541,-0.09716374845364774,-0.012769802516372827,0.0,0.0,-0.06364526516035611,0.0,-0.048790164169432056,-0.08477760730443164,-0.04934452632069502,-0.06263072473328733,-0.07374347424554922,-0.062043834226865054,-0.09310009096914498,-0.07010717977715349,-0.043719831184593674,-0.06829221220162301,-0.07002860436048361,-0.032557723483432006,-0.06478594527682525,-0.05009921606390886
2008-01-22,0.014105986269495097,0.00566115543473828,0.018996500690655085,-0.03080379285914392,-0.038330855931979164,-0.018762276455523003,0.0005619556202956779,-0.0006995453240855451,0.0,0.0007306342547742599,0.020929715710136743,-0.0641912386197554,0.0,0.0,-0.0275180288938923,0.0,-0.0075282664207915245,-0.030675257609177713,-0.04009445720187821,-0.029387769875126795,0.010478157425524628,0.02111189522846071,-0.057549344259313504,-0.036868384683181675,-0.012334760559659826,-0.017341475036487215,-0.020187601463245216,-0.05015800571310585,-0.01118601103530096,-0.06302941230314431
2008-01-23,-0.049288223570273314,-0.043598021539594314,-0.027249642447375474,-0.0709642118781913,-0.06082400373315557,-0.07469089260158923,-0.03778354412840573,0.0006995453240854948,0.0,-0.04053623941043828,-0.03287461323930202,-0.03390155167568146,0.0,0.0,-0.021272135275539675,0.0,-0.04376502796675909,-0.04048193670715035,0.015448240915094185,-0.036246432957463534,-0.036488293263136795,-0.04440178630954761,-0.06445473746695966,-0.04050511263532516,-0.02826436790217343,-0.04066003808618181,-0.034969941765712304,0.00452830962474761,-0.0028639637714288615,-0.01694587585241609
2008-01-24,0.02049950770103137,0.03305880765142311,0.06419315763905986,0.06062462181643484,0.05522622822032595,0.06708629321637002,0.04170841600170304,0.04779066383634848,0.0,0.06760301719789723,0.05301917933176944,0.033901551675681416,0.0,-0.009273636785329102,0.031498667059371016,0.0,0.05628083589858978,0.08215585801323239,0.04933882887715558,0.010657968176125986,0.037139546949456786,0.02833050662622599,0.0684267297278155,0.01620462662368314,0.0515718071313089,0.04550735732050657,0.030807211062100097,0.042747849713469475,0.020814374895271756,0.011762278932474373
2008-01-25,0.02057762140410058,0.059329378057603015,-0.02306181870552849,0.014308374210203263,0.04928647051516079,0.0038095284166676487,-0.004486827493593034,-0.023609865639133736,0.0,0.060677344344146934,0.057435361874398586,0.043485111939738676,0.0,0.015408625352845061,0.056512210263342195,0.0,0.02941388520629319,0.045577508496319155,0.0013481872474192362,0.021793533638516705,0.028970795661690547,0.004459316196764897,0.06267208190434015,0.003403844764693073,0.02061928720273561,0.0057859370670439265,0.037220522687392406,-0.002166848085090314,-0.02656702738472175,0.03573327855387803
2008-01-28,-0.028399474521698,-0.05607469658406101,-0.05190742499334713,-0.05331053201347225,-0.0389154162496735,-0.026976587698202083,-0.00507186209796034,-0.01236279481968387,0.0,-0.045098508002509856,-0.033159763468552386,-0.058410762156414366,0.0,0.0,-0.040173547908553146,0.0,-0.026929411878631408,-0.04557750849631925,-0.01766982091335675,-0.02561126993810717,-0.035109390004938006,-0.03739812590918529,-0.05138612335025367,-0.02955880224154439,-0.029032000091062753,-0.042225222173579983,-0.03362441774263692,-0.0300940141331311,0.03774032798284711,-0.004607337993127898
2008-01-29,0.032432148676579634,0.011308682714354574,0.050952568414511595,0.03303776517227519,0.009478743954543739,0.007782140442054949,0.012910648037258032,0.01440848254297725,0.0,0.013360131014276388,0.03215051191105969,-0.006411487171455707,0.0,-0.03738753207162033,0.012316593405586966,0.0,-0.0024844733276618335,0.021640935668411142,0.030667767164383596,0.00037864445738249714,0.02429950507040385,0.010338977795179293,0.018720402826906922,0.025667746748577813,0.004436564508687745,0.0441464523514739,0.034354877965036,0.005943553900848137,0.03547438819365973,-0.0177895415634983
2008-01-30,-0.039089009155386774,-0.005557583472162292,-0.023846457571510427,-0.02383337526546494,-0.027901371507579577,-0.03149866705937105,-0.007276830319002004,-0.0020456877232933237,0.0,-0.030423610850289263,-0.01663028315196288,-0.00874031784914654,0.0,0.01574835696813933,-0.016137037402972707,0.0,-0.005037542761080885,-0.022216806689220683,-0.0037868207945327636,-0.01618170636602275,-0.022238222092123935,-0.03488725900044055,-0.027505839136232068,-0.002195390563435615,0.005518168731454643,-0.008674753193673699,-0.01786584033360374,-0.010274827941098214,-0.08093676227041713,-0.00171086440362943
2008-01-31,-0.04939061494839593,0.003225549123502285,-0.04559384291251203,-0.052461759906886785,-0.04210279283481718,-0.06187540371808753,-0.011299555253933282,-0.0290879233613152,0.0,-0.04097419190249589,-0.025475773390194502,-0.03495501503357674,0.0,-0.006269613013595374,-0.020300358799458143,0.0,-0.03301569295529336,-0.03995831230160341,-0.03198216761272829,-0.03548026631404,-0.050270258805870605,-0.058481948566958736,-0.051808241562063664,-0.0036697288889624017,-0.008843745457831655,-0.04656611451700315,-0.05441831223742041,0.010274827941098111,-0.002911210207458553,-0.015530942030876623
2008-02-01,0.009195467093100394,0.01905882815397354,0.02594339449202424,0.04403692346680553,0.038863923606673616,0.03758271114904285,0.0,0.007002829738319499,0.0,0.033923049885956166,0.078948416118049,0.015686596167699473,0.0,-0.009478743954543883,0.0383188643021366,0.0,0.02551223855042076,0.0422598092898826,0.033175862238899574,0.0352493905241889,0.04781586830762309,0.043578543064383905,0.030139149257685682,0.045516838824462905,0.03587975511430597,0.0160969270421748,0.04938802682829846,0.03636764417087479,0.0009713453896321027,0.003472225710749057
2008-02-04,0.01576142126407172,0.03416481349107579,0.006629858538669582,0.02468446709001378,0.00807758834636673,0.004089985251525066,0.028013036227673888,0.018666286874210125,0.0,0.02888065549366813,0.06545051390484052,0.0019436352085712523,0.0,0.0,0.0,0.0,0.022269639490594836,0.01596385098901399,-0.0001403607272991298,0.014897143335825359,0.02485243103695671,0.044059989794030495,0.005937252385963789,0.019710783063932844,0.0840969395315168,0.013875346493617019,0.05416551972412039,0.009950330853168092,0.006773127005845739,0.004754709627541543
2008-02-05,-0.029497292329116038,-0.013990542596824956,-0.04045495469231364,-0.020296911802276815,-0.016220955823538784,0.0,-0.022347298691996774,0.0,0.0,-0.036076056473809535,-0.038406702404699934,0.00966191091173689,0.0,0.018868484304382736,-0.024739606175755758,0.0,-0.02257195980126422,-0.024621913732128638,-0.015240478153143179,0.0005685587190021165,-0.033771511374024926,-0.023256862164267235,-0.04452864424996742,-0.033861962610176086,-0.03375213981481829,-0.022897964093254567,-0.014973541790162593,0.03883983331626396,0.005769246771245137,-0.00043131335583460354
2008-02-06,0.008794975183208148,0.0246963887473388,0.01140263209781177,-0.021283357283643285,0.011382236705315641,0.02419472858705697,-0.011363758650315095,-0.024264621999631208,0.0,-0.012161565039275521,0.03414360216017487,-0.030062775368515652,0.0,-0.0413413401564414,-0.02586140711803386,0.0,-0.002194559887917762,-0.005813969865419845,0.013589762175537647,-0.0026560440581162963,-0.015961951051503057,-0.002945510229756803,-0.017841686476490558,-0.015559859107031804,0.01144490134669685,-0.012158204479809519,-0.017391742711868996,-0.02200914149178999,-0.04090189544315326,-0.015214377369901496
2008-02-07,-0.004387818674207592,-0.02376788357385359,-0.03825066226286918,-0.04279346201276983,-0.030367536616396282,-0.00399202126953745,0.005129677819998404,-0.03208831455150051,0.0,-0.03819025744443298,0.001067480086117425,-0.009157937784765645,0.0,-0.0032520353863773432,0.05341659469395329,0.0,-0.0035416176659655413,-0.03621648401640371,-0.04009142147108703,0.0013289038500537342,-0.02934820970491122,-0.02690745291992438,-0.017707613649631405,-0.04087225714246679,-0.005047966297304809,-0.03316366095543527,-0.01900250887981699,0.005547864437717963,0.02835952166606235,-0.018122042897690288
2008-02-08,-0.054494226256431744,-0.007296469536155729,-0.011849883891673177,-0.01608134715269563,-0.01089244116642367,-0.004008021397538822,-0.016624057245733456,-0.012395346454717727,0.0,-0.016344965335521607,-0.006882339622941789,-0.004409708488700184,0.0,-0.03987239124737723,-0.018444599505460586,0.0,-0.032451984981939686,-0.009720611170621927,0.0,-0.005364391109816443,-0.009662918425945693,-0.023299643828052732,-0.03140888638982156,-0.004786506178402297,-0.0026350476380050023,-0.019149521332860787,0.012033839563723463,-0.032328887115360014,0.15276275455241017,0.0053380909676163995
2008-02-11,0.026431217652366702,0.001090088093618353,-0.008259069031040255,0.03920916654250014,0.023314961164980802,-0.01212136053234485,0.005763704716749913,0.01239534645471773,0.0,0.002011735800013696,0.03231445291683771,-0.013347013100558856,0.0,0.0,0.00666034812253654,0.0,-0.00498623261137222,0.035386000821211676,0.01449327052907365,0.008584395786131899,0.020534460461304034,0.03114755612635423,0.05423389685156952,-0.0012634240467720174,0.012705626201601249,0.015983291774811167,0.0368538816877648,-0.014388737452099556,-0.04203801134689863,0.0
2008-02-12,0.021690863967266643,0.024597704413960784,0.02598165009235186,0.04067187644633456,0.029998195885395106,0.01212136053234482,0.02272825107755631,0.004338401598598141,0.0,0.07421562958787081,0.04985094712665248,0.005279200078146479,0.0,0.01680711831638119,-0.007137789048292406,0.0,0.057931303426078135,0.04155242892555896,-0.01489582492509744,0.05553918461762253,0.035528969228048116,0.02435522819633336,0.026989866823196443,0.0469221873676412,0.03417873436589439,0.07138605908654888,0.03998446758881455,0.03208831455150045,0.014324172779382754,0.03761543931435942
