Date,TRMK,PLZL,SBER,ROSN,TATN,TTLK,UTAR,KMAZ,LSRG,MTSS,GMKN,DVEC,IRAO,GLTR,IRKT,MRKC,AFKS,LKOH,RTKM,MAGN,GAZP,NVTK,SNGS,TRNFP,AFLT,VTBR,CHMF,PIKK,NMTP,MGNT
2008-01-01,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-02,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-03,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-04,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-07,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-08,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-09,273.08,1153.0,101.85,227.95,154.6,0.3,17.95,131.5,1658.0,375.14,64.11,2.68,0.019,3.3,22.72,1.066,41.55,2079.0,291.87,31.82,352.69,196.0,30.48,489.9,94.14,608.5,566.1,740.0,6.455,1311.0
2008-01-10,274.5,1207.0,103.53,230.38,153.5,0.296,18.23,143.0,1658.0,373.79,65.18,2.77,0.019,3.3,23.1,1.066,42.34,2062.0,292.0,32.115,352.4,197.1,30.33,490.5,95.42,609.0,571.2,744.5,6.395,1310.0
2008-01-11,274.04,1208.0,104.7,223.29,154.2,0.295,18.64,144.2,1658.0,374.95,64.98,2.775,0.019,3.28,23.0,1.066,46.2,2036.0,295.5,32.37,355.91,206.0,30.48,484.3,95.84,609.0,578.2,743.0,6.35,1365.8
2008-01-14,275.7,1254.0,105.0,224.08,158.6,0.296,18.29,152.0,1658.0,380.0,65.88,2.88,0.019,3.28,22.98,1.066,44.75,2004.0,299.0,32.28,363.7,212.0,30.721,490.5,97.1,605.0,592.9,775.0,6.244,1380.0
2008-01-15,272.0,1277.8,105.71,223.25,157.5,0.297,18.46,162.0,1658.0,375.2,64.53,2.962,0.019,3.3,22.9,1.066,44.6,1991.0,301.49,32.135,360.24,210.0,30.362,487.6,98.18,595.5,603.6,780.0,6.16,1360.0
2008-01-16,256.14,1221.0,101.8,212.85,148.5,0.29,18.2,173.0,1658.0,358.85,62.12,3.0,0.019,3.27,22.56,1.066,43.0,1892.0,299.0,31.215,342.45,193.6,28.905,474.0,96.5,573.0,579.4,740.0,5.8100000000000005,1331.5
2008-01-17,256.92,1229.0,101.0,209.9,147.3,0.29,18.15,166.7,1658.0,347.94,58.95,2.97,0.019,3.26,22.69,1.066,42.499,1891.0,284.0,30.045,331.04,189.0,28.18,463.8,95.02,569.0,576.4,750.0,5.845,1335.5
2008-01-18,253.22,1283.0,98.8,206.15,144.3,0.288,18.25,154.1,1658.0,341.65,59.4,2.916,0.019,3.25,22.38,1.066,42.0,1870.0,288.7,29.814,327.05,189.5,27.751,468.2,93.74,560.5,579.6,718.0,5.659,1299.5
2008-01-21,243.56,1233.0,91.25,194.5,130.3,0.269,17.79,143.0,1658.0,314.68,53.9,2.879,0.019,3.25,21.0,1.066,40.0,1718.0,274.8,28.004,303.8,178.1,25.284,436.5,89.73,523.5,540.4,695.0,5.304,1236.0
2008-01-22,247.02,1240.0,93.0,188.6,125.4,0.264,17.8,142.9,1658.0,314.91,55.04,2.7,0.019,3.25,20.43,1.066,39.7,1666.1,264.0,27.193,307.0,181.9,23.87,420.7,88.63,514.5,529.6,661.0,5.245,1160.5
2008-01-23,235.14,1187.1,90.5,175.68,118.0,0.245,17.14,143.0,1658.0,302.4,53.26,2.61,0.019,3.25,20.0,1.066,38.0,1600.0,268.11,26.225,296.0,174.0,22.38,404.0,86.16,494.0,511.4,664.0,5.23,1141.0
2008-01-24,240.01,1227.0,96.5,186.66,124.7,0.262,17.87,150.0,1658.0,323.55,56.16,2.7,0.019,3.22,20.64,1.066,40.2,1737.0,281.67,26.506,307.2,179.0,23.965,410.6,90.72,517.0,527.4,693.0,5.34,1154.5
2008-01-25,245.0,1302.0,94.3,189.35,131.0,0.263,17.79,146.5,1658.0,343.79,59.48,2.82,0.019,3.27,21.84,1.066,41.4,1818.0,282.05,27.09,316.23,179.8,25.515,412.0,92.61,520.0,547.4,691.5,5.2,1196.5
2008-01-28,238.14,1231.0,89.53,179.52,126.0,0.256,17.7,144.7,1658.0,328.63,57.54,2.66,0.019,3.27,20.98,1.066,40.3,1737.0,277.11,26.405,305.32,173.2,24.237,400.0,89.96,498.5,529.3,671.0,5.4,1191.0
2008-01-29,245.99,1245.0,94.21,185.55,127.2,0.258,17.93,146.8,1658.0,333.05,59.42,2.643,0.019,3.15,21.24,1.066,40.2,1775.0,285.74,26.415,312.83,175.0,24.695,410.4,90.36,521.0,547.8,675.0,5.595,1170.0
2008-01-30,236.56,1238.1,91.99,181.18,123.7,0.25,17.8,146.5,1658.0,323.07,58.44,2.62,0.019,3.2,20.9,1.066,39.998,1736.0,284.66,25.991,305.95,169.0,24.025,409.5,90.86,516.5,538.1,668.1,5.16,1168.0
2008-01-31,225.16,1242.1,87.89,171.92,118.6,0.235,17.6,142.3,1658.0,310.1,56.97,2.53,0.019,3.18,20.48,1.066,38.699,1668.0,275.7,25.085,290.95,159.4,22.812,408.0,90.06,493.0,509.6,675.0,5.145,1150.0
2008-02-01,227.24,1266.0,90.2,179.66,123.3,0.244,17.6,143.3,1658.0,320.8,61.65,2.57,0.019,3.15,21.28,1.066,39.699,1740.0,285.0,25.985,305.2,166.5,23.51,427.0,93.35,501.0,535.4,700.0,5.15,1154.0
2008-02-04,230.85,1310.0,90.8,184.15,124.3,0.245,18.1,146.0,1658.0,330.2,65.82,2.575,0.019,3.15,21.28,1.066,40.593,1768.0,284.96,26.375,312.88,174.0,23.65,435.5,101.54,508.0,565.2,707.0,5.185,1159.5
2008-02-05,224.14,1291.8,87.2,180.45,122.3,0.245,17.7,146.0,1658.0,318.5,63.34,2.6,0.019,3.21,20.76,1.066,39.687,1725.0,280.65,26.39,302.49,170.0,22.62,421.0,98.17,496.5,556.8,735.0,5.215,1159.0
2008-02-06,226.12,1324.1,88.2,176.65,123.7,0.251,17.5,142.5,1658.0,314.65,65.54,2.523,0.019,3.08,20.23,1.066,39.6,1715.0,284.49,26.32,297.7,169.5,22.22,414.5,99.3,490.5,547.2,719.0,5.006,1141.5
2008-02-07,225.13,1293.0,84.89,169.25,120.0,0.25,17.59,138.0,1658.0,302.86,65.61,2.5,0.019,3.07,21.34,1.066,39.46,1654.0,273.31,26.355,289.09,165.0,21.83,397.9,98.8,474.5,536.9,723.0,5.15,1121.0
2008-02-08,213.19,1283.6,83.89,166.55,118.7,0.249,17.3,136.3,1658.0,297.95,65.16,2.489,0.019,2.95,20.95,1.066,38.2,1638.0,273.31,26.214,286.31,161.2,21.155,396.0,98.54,465.5,543.4,700.0,6.0,1127.0
2008-02-11,218.9,1285.0,83.2,173.21,121.5,0.246,17.4,138.0,1658.0,298.55,67.3,2.456,0.019,2.95,21.09,1.066,38.01,1697.0,277.3,26.44,292.25,166.3,22.334,395.5,99.8,473.0,563.8,690.0,5.753,1127.0
2008-02-12,223.7,1317.0,85.39,180.4,125.2,0.249,17.8,138.6,1658.0,321.55,70.74,2.469,0.019,3.0,20.94,1.066,40.277,1769.0,273.2,27.95,302.82,170.4,22.945,414.5,103.27,508.0,586.8,712.5,5.836,1170.2
2008-02-13,229.02,1329.9,85.45,186.3,127.1,0.251,17.5,149.0,1658.0,327.65,70.64,2.49,0.019,3.04,21.72,1.066,40.601,1807.1,279.85,29.015,307.81,173.7,23.397,417.4,106.14,519.5,588.2,700.0,5.845,1161.0
2008-02-14,227.96,1330.0,85.46,192.3,131.1,0.252,17.55,156.7,1658.0,322.78,69.84,2.51,0.019,3.02,21.68,1.066,40.0,1812.2,279.05,28.54,309.45,176.4,23.226,420.5,108.03,510.0,589.1,699.5,5.874,1165.8
2008-02-15,228.01,1330.1,83.4,193.22,129.9,0.248,17.35,151.3,1658.0,314.55,68.0,2.439,0.019,3.01,21.66,1.066,39.75,1754.0,277.85,28.165,305.5,174.5,22.701,401.5,106.8,495.0,571.4,691.9,5.7,1163.1
2008-02-18,239.98,1343.0,84.84,198.87,132.4,0.251,17.56,152.5,1658.0,322.1,71.19,2.47,0.019,3.01,21.48,1.066,40.0,1790.0,280.26,28.69,312.75,178.9,23.114,402.0,108.7,501.0,588.7,700.0,5.839,1168.5
2008-02-19,241.0,1354.2,85.0,201.95,133.0,0.25,17.6,153.2,1658.0,325.02,71.86,2.515,0.019,3.0,21.41,1.066,39.95,1802.8,275.4,28.985,318.95,182.0,23.083,401.9,108.44,504.5,599.4,705.0,5.785,1180.0
2008-02-20,235.95,1363.1,83.09,198.11,135.4,0.246,17.5,149.4,1658.0,316.8,71.69,2.433,0.019,2.94,21.27,1.066,39.9,1775.2,271.5,28.421,313.3,181.0,22.565,381.5,108.07,494.5,616.1,696.0,5.585,1181.5
2008-02-21,238.98,1387.0,83.75,201.16,140.1,0.244,17.6,153.0,1650.0,322.28,73.46,2.5460000000000003,0.019,2.93,21.66,1.066,39.6,1822.0,273.4,29.315,319.2,190.0,23.19,388.2,108.17,500.5,649.0,703.1,5.638,1217.0
2008-02-22,233.92,1390.8,82.99,201.94,140.0,0.247,19.35,148.8,1650.0,321.86,73.48,2.52,0.019,2.9,22.14,1.066,39.595,1830.2,274.0,29.305,317.05,190.4,23.29,380.0,107.58,490.5,642.0,725.0,5.55,1210.5
2008-02-25,233.92,1390.8,82.99,201.94,140.0,0.247,19.35,148.8,1650.0,321.86,73.48,2.52,0.019,2.9,22.14,1.066,39.595,1830.2,274.0,29.305,317.05,190.4,23.29,380.0,107.58,490.5,642.0,725.0,5.55,1210.5
2008-02-26,227.96,1371.3,85.1,201.65,142.4,0.247,18.95,147.5,1650.0,322.45,73.21,2.492,0.019,2.9,22.04,1.066,39.5,1837.0,275.5,29.09,316.5,191.0,23.38,379.0,107.7,494.0,649.3,724.4,5.565,1235.5
2008-02-27,224.94,1323.0,83.78,201.15,145.5,0.247,19.4,143.7,1650.0,326.4,71.96,2.47,0.019,2.91,21.72,1.066,39.0,1832.0,277.99,28.635,314.47,188.5,22.979,361.6,107.18,482.0,647.8,724.5,5.455,1238.0
2008-02-28,225.02,1321.4,82.95,199.72,149.7,0.242,19.4,144.7,1650.0,319.26,70.0,2.45,0.019,2.9,21.24,1.066,38.7,1803.0,273.43,28.755,310.54,186.0,22.56,354.5,106.44,470.0,645.6,710.0,5.525,1216.0
2008-02-29,216.12,1320.5,80.2,196.15,150.1,0.241,19.45,144.0,1650.0,308.67,69.67,2.583,0.019,2.95,20.66,1.066,38.2,1786.0,281.46,28.815,304.95,180.2,22.134,341.5,105.8,454.0,626.6,715.0,5.485,1225.4
2008-03-03,213.48,1332.0,78.7,197.1,147.3,0.241,19.27,142.9,1763.0,308.59,71.94,2.488,0.019,2.95,20.48,1.066,38.0,1746.8,277.3,27.88,301.21,176.7,21.21,335.3,104.41,435.5,610.1,686.0,5.42,1203.0
2008-03-04,213.26,1322.0,76.5,199.26,150.0,0.241,19.4,146.0,1800.0,312.55,72.03,2.49,0.019,2.91,20.56,1.066,38.075,1699.0,279.8,28.165,306.7,183.4,21.025,319.5,105.1,421.5,618.2,672.8,5.455,1228.5
2008-03-05,210.16,1329.0,78.32,201.1,151.5,0.245,19.2,146.3,1800.0,313.62,71.96,2.439,0.019,2.9,20.32,1.066,37.95,1724.0,279.0,28.267,307.3,185.9,21.922,315.2,105.45,432.5,627.1,663.0,5.357,1214.5
2008-03-06,208.06,1316.0,77.1,201.1,150.5,0.247,18.9,147.5,1800.0,312.11,72.55,2.427,0.019,2.91,20.32,1.066,38.225,1738.0,279.1,29.083,305.11,189.0,21.973,322.2,105.26,423.0,633.4,664.0,5.455,1197.1
2008-03-07,194.08,1276.4,74.86,196.2,145.1,0.243,18.7,145.7,1800.0,305.2,71.3,2.39,0.019,2.87,20.26,1.066,37.3,1712.5,276.2,28.694,298.67,185.7,21.83,319.0,102.62,408.0,622.0,635.0,5.328,1191.0
2008-03-10,194.08,1276.4,74.86,196.2,145.1,0.243,18.7,145.7,1800.0,305.2,71.3,2.39,0.019,2.87,20.26,1.066,37.3,1712.5,276.2,28.694,298.67,185.7,21.83,319.0,102.62,408.0,622.0,635.0,5.328,1191.0
2008-03-11,182.88,1312.0,78.6,202.55,151.3,0.247,18.64,147.0,1807.0,311.2,71.78,2.399,0.019,2.87,22.08,1.066,37.0,1783.0,274.6,29.39,309.49,194.0,23.004,330.0,103.66,436.5,648.8,663.0,5.4,1181.5
2008-03-12,186.1,1316.4,78.5,204.15,150.2,0.248,18.39,146.3,1859.0,312.65,70.32,2.372,0.019,2.9,21.9,1.066,36.697,1821.0,275.81,29.281,310.1,195.5,23.293,335.0,105.56,432.0,651.9,669.5,5.355,1184.0
2008-03-13,193.04,1352.2,75.9,200.5,150.2,0.254,18.48,145.5,2000.0,311.3,69.02,2.385,0.019,2.91,22.08,1.066,36.75,1793.0,278.55,29.865,302.25,189.5,22.705,337.5,104.92,419.0,641.9,669.0,5.22,1181.0
2008-03-14,195.0,1380.1,76.77,201.89,148.5,0.254,18.31,145.0,2000.0,313.34,69.02,2.398,0.019,2.91,21.77,1.066,36.997,1813.9,276.69,30.275,303.97,189.3,22.542,341.0,102.9,424.0,635.8,665.0,5.145,1164.0
2008-03-17,185.03,1302.0,72.81,195.31,143.0,0.253,18.3,139.0,2100.0,305.57,65.41,2.347,0.019,2.91,21.51,1.066,35.522,1746.0,270.0,28.83,290.35,183.2,21.585,322.5,100.34,406.0,591.9,660.0,5.1,1130.5
2008-03-18,185.92,1317.0,74.58,195.87,147.5,0.253,18.2,139.0,1791.0,304.85,66.08,2.33,0.019,2.86,21.56,1.066,35.2,1805.9,278.29,30.095,296.47,185.4,21.939,320.9,100.96,415.0,584.6,650.0,5.201,1139.5
2008-03-19,184.56,1291.9,74.5,194.7,148.9,0.255,18.25,140.9,2000.0,306.45,65.83,2.298,0.019,2.91,21.54,1.066,34.745,1803.4,278.8,29.817,294.77,184.5,21.746,326.2,98.66,422.5,569.2,634.0,5.105,1163.5
2008-03-20,180.82,1234.0,73.75,188.69,145.9,0.257,18.14,138.4,1710.0,297.34,64.84,2.247,0.019,2.91,21.32,1.066,34.4,1753.0,279.9,29.07,288.01,179.0,21.16,317.3,96.6,413.0,544.3,611.0,5.056,1162.0
2008-03-21,181.04,1220.0,74.46,192.51,144.0,0.295,18.2,136.7,1712.0,299.3,64.88,2.25,0.019,2.87,21.27,1.066,34.2,1753.0,275.75,29.21,288.65,187.0,21.285,319.6,94.94,416.5,552.6,623.0,5.005,1167.0
2008-03-24,182.44,1227.8,77.68,199.51,146.8,0.282,18.0,137.0,1813.0,304.55,66.6,2.23,0.019,2.87,21.26,1.066,34.85,1830.0,277.0,29.619,297.67,188.0,21.765,327.5,93.97,443.0,567.0,605.0,4.9,1160.0
2008-03-25,178.06,1222.5,75.0,195.23,146.0,0.277,18.1,137.0,1833.0,303.95,65.34,2.196,0.019,2.83,21.19,1.066,34.2,1830.1,278.05,28.784,293.14,184.3,21.32,331.0,96.72,423.0,548.0,616.0,4.98,1161.0
2008-03-26,180.19,1206.3,72.98,198.11,150.6,0.28,18.05,135.0,1833.0,303.0,65.12,2.122,0.019,2.83,21.19,1.066,33.6,1864.0,277.5,28.93,292.64,186.3,21.165,323.9,96.5,418.5,565.9,601.0,4.904,1161.0
2008-03-27,185.9,1228.2,72.95,205.4,150.0,0.273,18.15,135.9,1880.0,303.45,66.03,2.1,0.019,2.8,21.17,1.066,34.0,1934.0,280.94,29.405,297.02,192.0,21.839,325.5,97.97,422.5,551.8,590.0,4.71,1152.2
2008-03-28,188.5,1224.0,73.75,212.45,151.3,0.279,18.01,134.1,1774.0,301.85,67.0,2.078,0.019,2.61,21.32,1.066,33.95,1978.3,282.24,29.679,298.82,191.2,22.127,329.0,99.44,425.0,532.2,598.9,4.67,1147.5
2008-03-31,185.82,1198.0,73.48,211.45,152.4,0.285,18.12,132.1,1774.0,300.02,66.3,2.131,0.019,2.61,21.21,1.066,33.75,2000.0,287.0,29.01,297.61,188.3,22.036,327.1,99.44,427.5,528.4,572.0,4.696,1125.0
2008-04-01,189.25,1195.4,75.1,213.1,152.6,0.284,18.1,138.5,1700.0,304.95,66.34,2.099,0.019,2.75,21.26,1.066,33.8,1986.0,288.97,28.891,299.68,189.0,22.41,330.0,100.4,444.5,538.4,590.0,4.845,1110.1
2008-04-02,188.12,1206.5,78.75,213.85,153.4,0.279,18.1,144.5,1700.0,305.15,66.1,2.105,0.019,2.71,21.29,1.066,33.909,1972.0,287.98,29.1,300.49,190.3,22.706,329.0,100.65,458.0,539.2,585.0,4.855,1101.5
2008-04-03,186.89,1199.0,76.72,212.1,151.5,0.273,18.25,142.4,1700.0,301.76,64.51,2.114,0.019,2.75,21.33,1.066,33.66,1960.0,291.01,29.33,297.25,189.0,22.755,323.5,100.83,442.0,528.7,602.0,4.85,1091.6
2008-04-04,187.16,1197.0,77.35,214.24,151.5,0.275,18.33,139.8,1700.0,298.69,64.14,2.09,0.019,2.65,21.38,1.066,33.8,1967.0,289.49,29.302,297.81,185.6,23.1,313.5,100.9,443.0,530.7,585.0,4.71,1072.5
2008-04-07,191.26,1208.0,79.14,218.55,153.6,0.277,18.4,141.0,1715.0,305.2,66.18,2.081,0.019,2.65,21.33,1.066,34.2,2021.0,290.1,29.9,305.6,187.9,23.475,321.0,100.46,454.0,568.2,605.0,4.891,1073.5
2008-04-08,189.66,1189.4,77.5,216.65,150.8,0.278,18.23,143.4,1715.0,301.9,67.18,2.069,0.019,2.7,21.39,1.066,33.669,1995.0,289.02,29.425,302.0,184.4,22.82,319.7,100.22,447.0,567.6,590.0,4.945,1069.0
2008-04-09,192.94,1202.1,78.55,219.86,151.8,0.275,18.3,147.9,1715.0,301.94,69.52,2.002,0.019,2.7,21.4,1.066,33.512,2015.9,292.0,29.515,308.91,184.0,23.169,318.1,100.66,459.0,576.8,605.0,4.8,1064.0
2008-04-10,189.58,1196.4,77.3,227.55,150.5,0.275,18.03,151.9,1715.0,300.85,69.22,1.944,0.019,2.7,21.4,1.066,33.41,2053.0,287.99,29.565,311.7,183.6,23.355,317.0,100.27,451.5,580.0,619.3,4.895,1071.5
2008-04-11,186.11,1198.0,74.4,223.9,144.2,0.273,18.0,150.2,1899.0,294.24,67.77,1.936,0.019,2.72,21.22,1.066,33.5,2025.3,286.33,28.99,307.2,173.9,22.784,311.0,100.4,435.5,575.2,606.0,4.804,1088.5
2008-04-14,182.82,1220.0,73.96,224.53,142.9,0.27,18.08,147.3,1899.0,290.15,66.72,1.89,0.019,2.72,21.37,1.066,32.881,1998.0,275.5,28.774,306.07,172.6,22.675,299.5,99.71,437.5,571.8,585.0,4.9,1086.9
2008-04-15,179.97,1255.0,73.65,230.76,147.8,0.274,18.07,150.0,1899.0,292.33,67.25,1.73,0.019,2.65,21.42,1.066,33.0,2078.0,275.94,29.124,310.41,173.4,23.155,302.6,100.24,437.0,587.6,605.0,4.785,1038.0
2008-04-16,180.44,1273.5,75.0,231.85,150.0,0.273,18.0,153.0,1800.0,283.65,68.74,1.605,0.019,2.5,21.45,1.066,33.375,2133.5,279.15,29.395,314.53,181.1,23.415,306.5,100.63,446.0,615.8,609.0,4.869,1053.0
2008-04-17,178.96,1236.9,73.59,227.25,150.3,0.268,18.0,155.1,1800.0,276.97,67.92,1.607,0.019,2.37,21.47,1.066,32.0,2134.5,278.21,30.18,309.61,182.0,23.261,299.5,101.06,444.5,608.0,608.0,4.86,1055.7
2008-04-18,182.22,1243.9,76.56,231.85,154.0,0.267,17.95,155.4,1800.0,285.05,68.88,1.634,0.019,2.3,21.44,1.066,32.385,2155.0,279.0,31.18,317.33,188.8,23.605,291.8,103.2,453.5,617.0,610.0,4.775,1062.5
2008-04-21,177.17,1234.9,75.13,229.13,153.4,0.259,17.8,152.0,1890.0,284.37,68.08,1.621,0.019,2.3,21.44,1.066,32.45,2146.0,279.44,30.845,314.24,187.1,23.59,295.9,103.02,443.5,609.7,617.0,4.761,1058.7
2008-04-22,177.94,1249.0,74.86,230.7,153.1,0.258,17.65,150.8,1785.0,284.85,68.24,1.648,0.019,2.22,21.42,1.066,31.984,2142.5,284.99,30.89,314.1,180.9,23.724,293.5,100.94,440.5,611.0,628.0,4.704,1059.8
2008-04-23,176.44,1250.0,74.19,234.16,154.0,0.26,17.85,150.0,1785.0,285.68,68.07,1.635,0.019,2.15,21.43,1.066,31.656,2125.1,274.48,31.199,315.5,180.7,23.587,297.0,100.97,444.0,602.6,641.2,4.75,1052.0
2008-04-24,177.04,1256.9,73.99,230.11,151.6,0.255,17.6,144.2,1750.0,283.4,65.67,1.62,0.019,2.06,21.48,1.066,31.62,2086.0,274.5,31.915,311.4,177.8,23.095,297.0,101.42,450.0,590.0,631.0,4.749,1062.0
2008-04-25,179.53,1261.5,74.88,231.85,153.3,0.253,17.65,143.5,1800.0,283.75,66.58,1.608,0.019,2.1,21.66,1.066,31.38,2127.3,277.03,32.095,314.28,178.0,23.532,298.0,101.6,446.0,588.6,635.0,4.75,1063.5
2008-04-28,189.64,1268.9,75.54,233.75,152.8,0.253,17.73,142.8,1800.0,284.0,65.69,1.615,0.019,2.1,21.48,1.066,31.36,2151.0,275.59,31.91,314.0,182.4,23.62,291.8,100.95,445.5,599.0,630.0,4.61,1048.1
2008-04-29,189.87,1263.5,76.85,231.4,152.9,0.253,17.6,140.9,1800.0,283.05,65.13,1.605,0.019,2.04,21.58,1.066,31.79,2125.1,274.28,31.975,312.06,179.6,23.271,288.5,100.98,443.5,591.0,660.0,4.79,1042.0
2008-04-30,192.32,1270.7,77.1,231.32,152.0,0.248,17.65,139.0,1750.0,282.47,64.09,1.607,0.019,2.03,21.62,1.066,31.5,2137.0,275.96,31.791,312.49,180.9,23.08,288.5,101.65,442.0,589.6,675.0,4.807,1039.5
2008-05-01,192.32,1270.7,77.1,231.32,152.0,0.248,17.65,139.0,1750.0,282.47,64.09,1.607,0.019,2.03,21.62,1.066,31.5,2137.0,275.96,31.791,312.49,180.9,23.08,288.5,101.65,442.0,589.6,675.0,4.807,1039.5
2008-05-02,192.32,1270.7,77.1,231.32,152.0,0.248,17.65,139.0,1750.0,282.47,64.09,1.607,0.019,2.03,21.62,1.066,31.5,2137.0,275.96,31.791,312.49,180.9,23.08,288.5,101.65,442.0,589.6,675.0,4.807,1039.5
2008-05-05,191.47,1287.0,80.8,230.96,152.3,0.26,17.5,144.9,1750.0,290.55,65.25,1.649,0.019,2.0,21.76,1.066,32.0,2135.0,273.0,31.695,313.7,182.0,23.17,298.0,102.97,460.5,599.8,632.9,4.8100000000000005,1043.0
2008-05-06,192.57,1277.5,80.1,230.36,159.1,0.266,17.39,144.5,1750.0,289.1,64.46,1.63,0.019,2.0,21.67,1.066,31.65,2169.9,272.11,31.802,316.5,182.0,23.098,304.5,101.1,466.0,606.2,660.0,5.146,1045.6
2008-05-07,194.07,1285.0,82.25,233.25,162.8,0.258,17.15,144.0,1845.0,295.15,64.95,1.6,0.019,2.0,21.72,1.066,31.7,2242.8,271.99,32.665,331.6,191.5,23.405,305.0,101.63,472.5,620.5,650.0,5.145,1054.2
2008-05-08,191.55,1290.0,81.45,248.29,169.7,0.255,17.16,147.0,1845.0,296.65,66.09,1.66,0.019,1.91,21.79,1.066,31.6,2387.0,272.18,33.466,349.31,199.0,24.68,307.0,100.22,466.0,644.5,655.0,5.245,1059.5
2008-05-09,191.55,1290.0,81.45,248.29,169.7,0.255,17.16,147.0,1845.0,296.65,66.09,1.66,0.019,1.91,21.79,1.066,31.6,2387.0,272.18,33.466,349.31,199.0,24.68,307.0,100.22,466.0,644.5,655.0,5.245,1059.5
2008-05-12,194.94,1298.1,83.1,259.01,173.2,0.26,16.7,146.4,1890.0,287.96,66.69,1.664,0.019,1.91,21.79,1.066,31.898,2446.6,270.88,33.35,349.15,200.3,25.485,315.0,99.7,479.5,630.8,638.0,5.114,1088.1
2008-05-13,197.16,1300.1,82.78,264.7,175.5,0.254,17.1,143.0,1890.0,286.5,68.37,1.66,0.019,2.11,21.8,1.066,31.94,2473.2,272.66,33.51,349.46,200.1,26.405,335.4,98.67,481.0,628.2,637.0,5.229,1156.0
2008-05-14,201.85,1302.1,84.1,280.9,182.0,0.256,17.3,142.0,1950.0,286.69,70.12,1.663,0.019,2.25,21.86,1.066,33.3,2607.0,277.98,33.64,359.24,203.6,29.128,348.5,99.04,488.0,636.0,635.0,5.295,1168.5
2008-05-15,197.0,1427.0,84.0,273.46,187.9,0.254,17.05,143.0,1950.0,285.25,70.23,1.6800000000000002,0.019,2.15,21.77,1.066,32.96,2572.0,274.8,33.266,352.25,202.0,28.58,362.0,99.79,484.5,633.9,628.5,5.25,1163.5
2008-05-16,196.0,1513.0,85.7,278.75,189.2,0.258,16.99,143.7,1920.0,285.5,71.13,1.697,0.019,2.18,21.86,1.066,33.3,2686.0,274.9,34.255,365.26,211.5,29.195,367.0,99.74,498.0,655.2,630.0,5.294,1195.5
2008-05-19,201.98,1697.5,88.7,268.8,187.5,0.258,16.99,141.7,1855.0,301.8,71.71,1.682,0.019,2.18,21.85,1.066,33.77,2640.0,275.35,33.715,367.4,213.0,29.374,358.0,99.93,508.5,647.4,665.0,5.14,1214.8
2008-05-20,197.31,1848.0,87.36,264.73,187.7,0.258,16.6,141.1,1880.0,302.2,73.43,1.649,0.019,2.05,21.87,1.066,33.333,2575.0,272.15,31.861,360.5,202.9,28.876,348.2,99.03,503.5,625.0,690.0,5.136,1240.9
2008-05-21,197.45,2180.0,87.38,268.4,187.4,0.256,16.55,140.0,1860.0,306.25,73.86,1.667,0.019,2.0,21.89,1.066,33.5,2597.0,272.84,31.7,365.06,199.5,29.595,351.1,98.58,502.5,631.0,690.0,5.099,1234.5
2008-05-22,195.53,1570.7,85.58,262.65,186.5,0.25,16.41,139.1,1900.0,309.4,71.55,1.668,0.019,2.03,21.82,1.066,33.98,2524.0,269.1,30.825,356.95,195.6,29.09,348.0,98.04,490.0,603.2,694.4,5.104,1280.0
2008-05-23,197.35,1595.0,86.32,269.82,187.5,0.254,16.3,140.0,1900.0,305.0,70.47,1.649,0.019,2.03,21.86,1.066,33.75,2547.1,268.89,29.635,363.57,203.5,29.115,342.5,97.61,492.0,594.6,694.9,5.055,1250.5
2008-05-26,194.02,1580.0,84.4,275.15,184.0,0.251,16.3,137.6,1980.0,301.21,68.56,1.74,0.019,2.03,21.86,1.066,33.5,2564.0,272.3,29.45,360.5,201.6,28.72,340.5,96.14,485.0,593.6,694.9,5.0,1253.5
